city_ascii,lat,lng,country
Jerusalem,31.7833,35.2167,Israel
Bangui,4.3732,18.5628,Central African Republic
Panama City,9.0000,-79.5000,Panama
Amsterdam,52.3667,4.8833,Netherlands
Lome,6.1319,1.2228,Togo
Libreville,0.3901,9.4544,Gabon
Zagreb,45.8131,15.9772,Croatia
Dushanbe,38.5731,68.7864,Tajikistan
Lilongwe,-13.9833,33.7833,Malawi
Cotonou,6.4020,2.5180,Benin
Colombo,6.9167,79.8333,Sri Lanka
Pretoria,-25.7464,28.1881,South Africa
Winnipeg,49.8844,-97.1464,Canada
Quebec City,46.8139,-71.2081,Canada
Oslo,59.9111,10.7528,Norway
Athens,37.9842,23.7281,Greece
Bujumbura,-3.3825,29.3611,Burundi
Helsinki,60.1756,24.9342,Finland
Skopje,41.9833,21.4333,Macedonia
Chisinau,47.0228,28.8353,Moldova
Riga,56.9475,24.1069,Latvia
Kingston,17.9714,-76.7931,Jamaica
Rabat,34.0253,-6.8361,Morocco
Vilnius,54.6833,25.2833,Lithuania
San Salvador,13.6989,-89.1914,El Salvador
Djibouti,11.5950,43.1481,Djibouti
Dublin,53.3497,-6.2603,Ireland
The Hague,52.0800,4.3100,Netherlands
Asuncion,-25.3000,-57.6333,Paraguay
Lisbon,38.7080,-9.1390,Portugal
Bratislava,48.1447,17.1128,Slovakia
Kitchener,43.4186,-80.4728,Canada
Tallinn,59.4372,24.7450,Estonia
Beirut,33.8869,35.5131,Lebanon
Cape Town,-33.9250,18.4250,South Africa
Tirana,41.3300,19.8200,Albania
Wellington,-41.2889,174.7772,New Zealand
Dodoma,-6.1835,35.7460,Tanzania
Halifax,44.6475,-63.5906,Canada
Bissau,11.8592,-15.5956,Guinea-Bissau
Canberra,-35.2931,149.1269,Australia
Juba,4.8500,31.6000,South Sudan
Yamoussoukro,6.8161,-5.2742,Côte d'Ivoire
Victoria,48.4283,-123.3647,Canada
Maseru,-29.3100,27.4800,Lesotho
Nicosia,35.1725,33.3650,Cyprus
Windhoek,-22.5700,17.0836,Namibia
Port Moresby,-9.4789,147.1494,Papua New Guinea
Porto-Novo,6.4833,2.6167,Benin
Sucre,-19.0431,-65.2592,Bolivia
San Jose,9.9333,-84.0833,Costa Rica
Ljubljana,46.0500,14.5167,Slovenia
Sarajevo,43.8563,18.4132,Bosnia And Herzegovina
Nassau,25.0667,-77.3333,The Bahamas
Bloemfontein,-29.1000,26.2167,South Africa
Fort-de-France,14.6104,-61.0800,Martinique
New Delhi,28.6139,77.2090,India
Gaborone,-24.6569,25.9086,Botswana
Paramaribo,5.8667,-55.1667,Suriname
Dili,-8.5536,125.5783,Timor-Leste
Male,4.1750,73.5083,Maldives
Georgetown,6.7833,-58.1667,Guyana
Gibraltar,36.1324,-5.3781,Gibraltar
Saint-Denis,-20.8789,55.4481,Reunion
Malabo,3.7521,8.7737,Equatorial Guinea
Podgorica,42.4397,19.2661,Montenegro
Manama,26.2250,50.5775,Bahrain
Port Louis,-20.1667,57.5000,Mauritius
Willemstad,12.1080,-68.9350,Curaçao
Bern,46.9480,7.4474,Switzerland
Papeete,-17.5334,-149.5667,French Polynesia
Luxembourg,49.6106,6.1328,Luxembourg
Reykjavik,64.1475,-21.9350,Iceland
Praia,14.9177,-23.5092,Cabo Verde
Sri Jayewardenepura Kotte,6.9000,79.9164,Sri Lanka
Bridgetown,13.0975,-59.6167,Barbados
Moroni,-11.7036,43.2536,Comoros
Thimphu,27.4833,89.6333,Bhutan
Mbabane,-26.3208,31.1617,Swaziland
Noumea,-22.2625,166.4443,New Caledonia
Honiara,-9.4333,159.9500,Solomon Islands
Suva,-18.1333,178.4333,Fiji
Ankara,39.9300,32.8500,Turkey
Castries,14.0167,-60.9833,Saint Lucia
Cayenne,4.9330,-52.3300,French Guiana
Sao Tome,0.3333,6.7333,Sao Tome And Principe
Port-Vila,-17.7333,168.3167,Vanuatu
Hamilton,32.2942,-64.7839,Bermuda
Bandar Seri Begawan,4.9167,114.9167,Brunei
Monaco,43.7396,7.4069,Monaco
Gitega,-3.4283,29.9250,Burundi
Port of Spain,10.6667,-61.5167,Trinidad And Tobago
Apia,-13.8333,-171.8333,Samoa
Tarawa,1.3382,173.0176,Kiribati
Oranjestad,12.5186,-70.0358,Aruba
Saint Helier,49.1858,-2.1100,Jersey
Banjul,13.4531,-16.5775,The Gambia
Mamoudzou,-12.7871,45.2750,Mayotte
Majuro,7.0918,171.3802,Marshall Islands
Douglas,54.1500,-4.4819,Isle Of Man
George Town,19.2866,-81.3744,Cayman Islands
Victoria,-4.6236,55.4544,Seychelles
Kingstown,13.1667,-61.2333,Saint Vincent And The Grenadines
Andorra la Vella,42.5000,1.5000,Andorra
Saint John's,17.1211,-61.8447,Antigua And Barbuda
Nuku`alofa,-21.1347,-175.2083,Tonga
Ashgabat,37.9500,58.3833,Turkmenistan
Nuuk,64.1750,-51.7333,Greenland
Belmopan,17.2500,-88.7675,Belize
Roseau,15.3000,-61.3833,Dominica
Basseterre,17.2983,-62.7342,Saint Kitts And Nevis
Torshavn,62.0000,-6.7833,Faroe Islands
Pago Pago,-14.2740,-170.7046,American Samoa
Valletta,35.8978,14.5125,Malta
Gaza,31.5069,34.4560,Gaza Strip
Grand Turk,21.4664,-71.1360,Turks And Caicos Islands
Palikir,6.9178,158.1850,Federated States of Micronesia
Funafuti,-8.5243,179.1942,Tuvalu
Vaduz,47.1397,9.5219,Liechtenstein
Lobamba,-26.4465,31.2064,Swaziland
Avarua,-21.2070,-159.7710,Cook Islands
Saint George's,12.0444,-61.7417,Grenada
San Marino,43.9320,12.4484,San Marino
Al Quds,31.7764,35.2269,West Bank
Capitol Hill,15.2137,145.7546,Northern Mariana Islands
Stanley,-51.7000,-57.8500,Falkland Islands (Islas Malvinas)
Vatican City,41.9033,12.4534,Vatican City
Alofi,-19.0560,-169.9210,Niue
Basse-Terre,16.0104,-61.7055,Guadeloupe
Hagta,13.4745,144.7504,Guam
Marigot,18.0706,-63.0847,Saint Martin
Brades,16.7928,-62.2106,Montserrat
Philipsburg,18.0256,-63.0492,Sint Maarten
Yaren,-0.5477,166.9209,Nauru
Pristina,42.6633,21.1622,Kosovo
Gustavia,17.8958,-62.8508,Saint Barthelemy
Road Town,18.4167,-64.6167,British Virgin Islands
Ngerulmud,7.5006,134.6242,Palau
Saint-Pierre,46.7811,-56.1764,Saint Pierre And Miquelon
The Valley,18.2167,-63.0500,Anguilla
Mata-Utu,-13.2825,-176.1736,Wallis And Futuna
Kingston,-29.0569,167.9617,Norfolk Island
Longyearbyen,78.2167,15.6333,Svalbard
Tifariti,26.0928,-10.6089,Morocco
Adamstown,-25.0667,-130.0833,Pitcairn Islands
Flying Fish Cove,-10.4167,105.7167,Christmas Island
King Edward Point,-54.2833,-36.5000,South Georgia And South Sandwich Islands
Bareilly,28.3640,79.4150,India
Quang Ha,16.0600,108.2500,Vietnam
Xingcheng,24.1681,115.6669,China
Dongtai,32.8534,120.3037,China
Al Mansurah,31.0500,31.3833,Egypt
Yingcheng,24.1878,113.4042,China
Chiba,35.6073,140.1064,Japan
Pekanbaru,0.5333,101.4500,Indonesia
Luocheng,22.7645,111.5745,China
Dnipro,48.4675,35.0400,Ukraine
Danyang,31.9948,119.5750,China
Natal,-6.9838,-60.2699,Brazil
Nada,19.5000,109.5833,China
Zamboanga City,6.9167,122.0833,Philippines
Kirkuk,35.4667,44.4000,Iraq
Naples,40.8333,14.2500,Italy
Wuchuan,21.4283,110.7749,China
Huilong,31.8131,121.6574,China
Oklahoma City,35.4676,-97.5136,United States
Morelia,19.7683,-101.1894,Mexico
Cebu City,10.2930,123.9020,Philippines
Shaoxing,30.0000,120.5833,China
Coimbatore,11.0000,76.9667,India
Santo Domingo Este,18.4855,-69.8734,Dominican Republic
Setagaya,35.6464,139.6533,Japan
Songnam,37.4386,127.1378,South Korea
Taishan,22.2486,112.7850,China
Fangchenggang,21.6000,108.3000,China
Solapur,17.6715,75.9104,India
Tangier,35.7767,-5.8039,Morocco
Anqiu,36.3619,119.1072,China
Feicheng,36.1860,116.7720,China
Kermanshah,34.3167,47.0686,Iran
Kitakyushu,33.8833,130.8833,Japan
Meishan,34.1736,112.8390,China
Khartoum North,15.6333,32.6333,Sudan
Kisangani,0.5153,25.1911,Congo (Kinshasa)
Aguascalientes,21.8760,-102.2960,Mexico
Marrakech,31.6295,-7.9811,Morocco
Donetsk,48.0089,37.8042,Ukraine
Trujillo,-8.1119,-79.0289,Peru
Taihe,30.8706,105.3784,China
Bridgeport,41.1918,-73.1953,United States
Trichinopoly,10.8269,78.6928,India
Xin'an,34.3662,118.3369,China
Taihecun,45.7680,131.0063,China
Naucalpan de Juarez,19.4753,-99.2378,Mexico
Owerri,5.4833,7.0333,Nigeria
Padang,-0.9556,100.3606,Indonesia
Qingzhou,36.6967,118.4797,China
Buffalo,42.9016,-78.8487,United States
Lichuan,30.2965,108.9378,China
Daye,30.1003,114.9699,China
Fort Worth,32.7811,-97.3473,United States
Hengzhou,22.6896,109.2674,China
Campo Grande,-20.4686,-54.6222,Brazil
Zhuanghe,39.6896,122.9664,China
Hartford,41.7661,-72.6834,United States
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso
Ad Dammam,26.4333,50.1000,Saudi Arabia
Lhasa,29.6458,91.1408,China
Jiaozhou,36.2481,119.9625,China
Taguig City,14.5167,121.0500,Philippines
Merida,20.9700,-89.6200,Mexico
Yangchun,22.1717,111.7846,China
Bucheon,37.4989,126.7831,South Korea
Dengtalu,36.0819,114.3481,China
Antipolo,14.5842,121.1763,Philippines
Hubli,15.3619,75.1231,India
Abeokuta,7.1500,3.3500,Nigeria
Cancun,21.1606,-86.8475,Mexico
Tucson,32.1545,-110.8782,United States
Krasnodar,45.0333,38.9833,Russia
Natal,-5.7950,-35.2089,Brazil
Chihuahua,28.6353,-106.0889,Mexico
Klang,3.0333,101.4500,Malaysia
Turin,45.0667,7.7000,Italy
Ar Ramadi,33.4258,43.2992,Iraq
Laiyang,36.9758,120.7136,China
Sale,34.0500,-6.8167,Morocco
Jalandhar,31.3256,75.5792,India
Kaifeng Chengguanzhen,34.8519,114.3481,China
Ikeja,6.6186,3.3426,Nigeria
Malang,-7.9800,112.6200,Indonesia
Marseille,43.2964,5.3700,France
Saltillo,25.4333,-101.0000,Mexico
Gaomi,36.3833,119.7500,China
Ipoh,4.6000,101.0700,Malaysia
Hai'an,32.5320,120.4604,China
Oran,35.6969,-0.6331,Algeria
Hermosillo,29.0989,-110.9542,Mexico
Weichanglu,37.1792,119.9333,China
Shache,38.4261,77.2500,China
Leping,28.9632,117.1203,China
Hailun,47.4585,126.9632,China
Macheng,31.1817,115.0189,China
Akure,7.2500,5.1950,Nigeria
Ilorin,8.5000,4.5500,Nigeria
Teresina,-5.0949,-42.8042,Brazil
Yuci,37.6823,112.7281,China
Omaha,41.2627,-96.0522,United States
Saratov,51.5333,46.0000,Russia
Erbil,36.1911,44.0094,Iraq
Iguacu,-22.7400,-43.4700,Brazil
El Paso,31.8479,-106.4309,United States
Pasig City,14.5750,121.0833,Philippines
Denpasar,-8.6667,115.2167,Indonesia
Dehui,44.5323,125.6965,China
Bhubaneshwar,20.2644,85.8281,India
Tongchuan,34.9057,108.9422,China
Cheongju,36.6372,127.4897,South Korea
Warri,5.5167,5.7500,Nigeria
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville)
Sakai,34.5667,135.4833,Japan
Rongjiawan,29.1409,113.1087,China
Butterworth,5.3992,100.3639,Malaysia
Renqiu,38.7094,116.1008,China
Honolulu,21.3294,-157.8460,United States
Xindi,29.8182,113.4653,China
Wu'an,36.6941,114.1847,China
Sao Bernardo do Campo,-23.6939,-46.5650,Brazil
Gaoyou,32.7847,119.4432,China
Culiacan,24.8069,-107.3939,Mexico
Hejian,38.4451,116.0897,China
Yiyang,26.4103,112.3913,China
Puxi,35.2125,114.7350,China
Zijinglu,34.7513,112.9854,China
Joao Pessoa,-7.1200,-34.8800,Brazil
McAllen,26.2273,-98.2471,United States
Queretaro,20.5875,-100.3928,Mexico
Abaete,-19.1583,-45.4522,Brazil
Palermo,2.8883,-75.4339,Colombia
Qingping,34.5380,113.3796,China
Valencia,39.4700,-0.3764,Spain
Niigata,37.9161,139.0364,Japan
Leeds,53.7997,-1.5492,United Kingdom
Moradabad,28.8437,78.7548,India
Hamamatsu,34.7167,137.7333,Japan
Xiangxiang,27.7389,112.5223,China
Chaohucun,31.6783,117.7353,China
Fuyang,30.0553,119.9500,China
Homs,34.7333,36.7167,Syria
Lubango,-14.9167,13.5000,Angola
San Luis Potosi,22.1511,-100.9761,Mexico
Cencheng,22.9297,111.0186,China
Dali,25.7003,100.1564,China
Hamhung,39.9167,127.5333,North Korea
Krakow,50.0614,19.9372,Poland
Hempstead,40.6629,-73.6089,United States
Frankfurt,50.1136,8.6797,Germany
Al `Ayn,24.2075,55.7447,United Arab Emirates
Songzi,30.1772,111.7732,China
Laixi,36.8667,120.5333,China
Bahawalpur,29.3956,71.6722,Pakistan
Zhongba,31.7761,104.7406,China
Kaduna,10.5105,7.4165,Nigeria
Qingnian,36.8494,115.7061,China
Albuquerque,35.1053,-106.6464,United States
Xinhualu,34.3962,113.7249,China
Nerima,35.7500,139.6167,Japan
Guangshui,31.6189,113.8229,China
Tlajomulco de Zuniga,20.4736,-103.4431,Mexico
Samarinda,-0.5022,117.1536,Indonesia
Pietermaritzburg,-29.6009,30.3796,South Africa
Changhua,24.0667,120.5333,Taiwan
Kolhapur,16.7000,74.2333,India
Sizhan,39.0099,106.3694,China
Ciudad Guayana,8.3596,-62.6517,Venezuela
Cucuta,7.9075,-72.5047,Colombia
Licheng,31.4174,119.4786,China
Ota-ku,35.5614,139.7161,Japan
Thiruvananthapuram,8.5000,76.8997,India
Tyumen,57.1500,65.5333,Russia
Nampula,-15.1167,39.2667,Mozambique
Zaporizhzhia,47.8378,35.1383,Ukraine
Chengguan,35.5256,113.6976,China
Kumamoto,32.8031,130.7078,Japan
Nehe,48.4800,124.8738,China
Birmingham,33.5277,-86.7987,United States
Zunhua,40.1881,117.9593,China
Valenzuela,14.7000,120.9833,Philippines
Orumiyeh,37.5486,45.0675,Iran
Wugang,26.7345,110.6293,China
Osogbo,7.7597,4.5761,Nigeria
Shuangqiao,35.0833,112.5833,China
Comodoro Rivadavia,-45.8667,-67.5000,Argentina
Cagayan de Oro,8.4833,124.6500,Philippines
Langzhong,31.5504,105.9938,China
Qian'an,40.0059,118.6973,China
Lviv,49.8419,24.0315,Ukraine
Zouping,36.8625,117.7424,China
An Najaf,32.0290,44.3396,Iraq
Sagamihara,35.5667,139.3667,Japan
Sarasota,27.3386,-82.5431,United States
Mississauga,43.6000,-79.6500,Canada
Okayama,34.6500,133.9167,Japan
Anlu,31.2575,113.6783,China
Dayton,39.7797,-84.1998,United States
Changsha,22.3762,112.6877,China
Torreon,25.5394,-103.4486,Mexico
Shihezi,44.3000,86.0333,China
George Town,5.4145,100.3292,Malaysia
Enugu,6.4403,7.4942,Nigeria
Soledad,10.9200,-74.7700,Colombia
Jaboatao,-8.1803,-35.0014,Brazil
Yanggok,37.6367,127.2142,South Korea
Yatou,37.1653,122.4867,China
Santo Andre,-23.6572,-46.5333,Brazil
Xichang,27.8983,102.2706,China
Bhiwandi,19.3000,73.0667,India
City of Paranaque,14.4667,121.0167,Philippines
Dasmarinas,14.3294,120.9367,Philippines
Chengxiang,31.4515,121.1043,China
Saharanpur,29.9640,77.5460,India
Warangal,17.9756,79.6011,India
Edogawa,35.6924,139.8757,Japan
Osasco,-23.5328,-46.7919,Brazil
Dashiqiao,40.6328,122.5021,China
Latakia,35.5236,35.7917,Syria
Rochester,43.1680,-77.6162,United States
Fresno,36.7831,-119.7941,United States
Banjarmasin,-3.3190,114.5921,Indonesia
Salem,11.6500,78.1667,India
General Santos,6.1167,125.1667,Philippines
Hamah,35.1333,36.7500,Syria
Bacoor,14.4624,120.9645,Philippines
Shishi,24.7355,118.6434,China
Guadalupe,25.6775,-100.2597,Mexico
Adachi,35.7833,139.8000,Japan
Qianxi,27.0284,106.0327,China
Tolyatti,53.5167,49.4167,Russia
Macau,22.2030,113.5450,Macau
Bauchi,10.3158,9.8442,Nigeria
Hamilton,43.2567,-79.8692,Canada
Lodz,51.7769,19.4547,Poland
Miluo Chengguanzhen,28.8049,113.0745,China
Gaizhou,40.4019,122.3499,China
Malegaon,20.5500,74.5500,India
Karbala',32.6167,44.0333,Iraq
Leling,37.7333,117.2167,China
Sao Jose dos Campos,-23.1789,-45.8869,Brazil
Sevilla,37.3900,-5.9900,Spain
Jianshe,34.2189,113.7693,China
Shizuoka,34.9756,138.3825,Japan
Jingcheng,32.0058,120.2547,China
Kochi,9.9667,76.2833,India
Allentown,40.5961,-75.4756,United States
Tasikmalaya,-7.3333,108.2000,Indonesia
Rasht,37.2833,49.6000,Iran
Xinmin,41.9952,122.8224,China
Zhongshu,27.8116,106.4133,China
Xigaze,29.2649,88.8799,China
Gorakhpur,26.7611,83.3667,India
As Sulaymaniyah,35.5500,45.4333,Iraq
Zaragoza,41.6500,-0.8833,Spain
Acapulco de Juarez,16.8636,-99.8825,Mexico
Bahar,34.9069,48.4414,Iran
Palermo,38.1111,13.3517,Italy
Guankou,30.9933,103.6240,China
Tulsa,36.1284,-95.9042,United States
Tlaquepaque,20.6167,-103.3167,Mexico
Mazatlan,23.2167,-106.4167,Mexico
Songyang,34.4603,113.0280,China
Cape Coral,26.6446,-81.9956,United States
Ch'ongjin,41.8000,129.7831,North Korea
Puyang Chengguanzhen,35.7004,114.9800,China
Qionghu,28.8417,112.3595,China
Ribeirao Preto,-21.1783,-47.8067,Brazil
Zhaodong,46.0635,125.9773,China
Huambo,-12.7667,15.7333,Angola
Wenchang,31.0540,116.9507,China
Shulan,44.4079,126.9429,China
Tlalnepantla,19.5367,-99.1947,Mexico
Catia La Mar,10.6038,-67.0303,Venezuela
Sargodha,32.0836,72.6711,Pakistan
Al Hufuf,25.3608,49.5997,Saudi Arabia
Durango,24.0167,-104.6667,Mexico
Jalingo,8.9195,11.3264,Nigeria
Bouake,7.6833,-5.0331,Côte d'Ivoire
Sialkot City,32.5000,74.5333,Pakistan
San Jose del Monte,14.8139,121.0453,Philippines
Ansan,37.3236,126.8219,South Korea
Lingbao Chengguanzhen,34.5221,110.8786,China
Hwasu-dong,37.2000,126.7667,South Korea
Hue,16.4637,107.5908,Vietnam
Shimoga,13.9167,75.5667,India
Bulawayo,-20.1667,28.5667,Zimbabwe
Xiping,25.6005,103.8166,China
Sanhe,39.9808,117.0701,China
Guntur,16.3000,80.4500,India
Concord,37.9722,-122.0016,United States
Contagem,-19.9319,-44.0539,Brazil
Tiruppur,11.1075,77.3398,India
Ch'onan,36.8064,127.1522,South Korea
Tripoli,34.4333,35.8333,Lebanon
Honcho,35.6947,139.9825,Japan
Dusseldorf,51.2311,6.7724,Germany
Izhevsk,56.8500,53.2167,Russia
Guixi,28.2861,117.2083,China
Sorocaba,-23.5019,-47.4578,Brazil
Petaling Jaya,3.1073,101.6067,Malaysia
Tengyue,25.0208,98.4972,China
Wuxue,29.8518,115.5539,China
Kikwit,-5.0333,18.8167,Congo (Kinshasa)
Colorado Springs,38.8674,-104.7606,United States
Qufu,35.6000,116.9833,China
Gaobeidian,39.3257,115.8678,China
Ruiming,25.8833,116.0333,China
Wroclaw,51.1100,17.0325,Poland
Gold Coast,-28.0167,153.4000,Australia
Xinshi,31.0236,113.1079,China
Ta`izz,13.5789,44.0219,Yemen
Aracaju,-10.9167,-37.0500,Brazil
Cochabamba,-17.3935,-66.1570,Bolivia
Jeonju,35.8219,127.1489,South Korea
Jin'e,29.3395,105.2868,China
Barnaul,53.3567,83.7872,Russia
Makati City,14.5500,121.0333,Philippines
Stuttgart,48.7761,9.1775,Germany
Rotterdam,51.9225,4.4792,Netherlands
Changping,40.2248,116.1944,China
Benghazi,32.1167,20.0667,Libya
Kryvyi Rih,47.9086,33.3433,Ukraine
Raurkela,22.2492,84.8828,India
Halwan,29.8419,31.3342,Egypt
Charleston,32.8153,-79.9628,United States
Chimalhuacan,19.4167,-98.9000,Mexico
Xinxing,39.8734,124.1453,China
Suohe,34.7879,113.3920,China
Mangalore,12.8703,74.8806,India
Zhuangyuan,37.3056,120.8275,China
Glasgow,55.8611,-4.2500,United Kingdom
Namangan,40.9953,71.6725,Uzbekistan
Ulyanovsk,54.3167,48.3667,Russia
Irkutsk,52.2833,104.3000,Russia
Nanded,19.1700,77.3000,India
Jos,9.9333,8.8833,Nigeria
Pontianak,-0.0206,109.3414,Indonesia
Villa Nueva,14.5314,-90.5964,Guatemala
Bazhou,39.1235,116.3860,China
Springfield,42.1155,-72.5395,United States
Turpan,42.9500,89.1822,China
Las Pinas City,14.4500,120.9833,Philippines
Meihekou,42.5279,125.6780,China
Jurong,31.9579,119.1595,China
Feira de Santana,-12.2669,-38.9669,Brazil
Khabarovsk,48.4833,135.0667,Russia
Xinji,37.9423,115.2118,China
Serang,-6.1200,106.1503,Indonesia
Kandahar,31.6078,65.7053,Afghanistan
Sanya,18.2536,109.5019,China
San Miguel de Tucuman,-26.8167,-65.2167,Argentina
Yaroslavl,57.6167,39.8500,Russia
Zhangshu,28.0667,115.5375,China
Bagcilar,41.0406,28.8261,Turkey
Grand Rapids,42.9620,-85.6562,United States
Vladivostok,43.1167,131.9000,Russia
Kuantan,3.8167,103.3333,Malaysia
Gothenburg,57.6717,11.9810,Sweden
Cuttack,20.4650,85.8793,India
Jambi,-1.5900,103.6100,Indonesia
Cimahi,-6.8833,107.5333,Indonesia
Bacolod,10.6765,122.9509,Philippines
Zhuozhou,39.4887,115.9918,China
Uberlandia,-18.9189,-48.2769,Brazil
Tianchang,32.6853,119.0041,China
Kawaguchi,35.8078,139.7242,Japan
Itabashi,35.7667,139.6833,Japan
Suginami-ku,35.6833,139.6167,Japan
Tuxtla,16.7528,-93.1167,Mexico
Tumkur,13.3422,77.1017,India
Leipzig,51.3333,12.3833,Germany
Balikpapan,-1.1489,116.9031,Indonesia
Qamdo,31.1375,97.1777,China
Durban,-29.8583,31.0250,South Africa
Chanda,19.9500,79.3000,India
Kagoshima,31.5800,130.5281,Japan
Al Hillah,23.4895,46.7564,Saudi Arabia
Makhachkala,42.9833,47.4833,Russia
Sihui,23.3448,112.6956,China
Mar del Plata,-38.0000,-57.5500,Argentina
Irapuato,20.6667,-101.3500,Mexico
Brampton,43.6833,-79.7667,Canada
Luocheng,30.9793,104.2800,China
Pereira,4.8143,-75.6946,Colombia
Mission Viejo,33.6095,-117.6550,United States
Dortmund,51.5139,7.4653,Germany
Reynosa,26.0922,-98.2778,Mexico
Chuxiong,25.0461,101.5436,China
Zahedan,29.4833,60.8667,Iran
Jinhua,29.1046,119.6494,China
Albany,42.6664,-73.7987,United States
Shah Alam,3.0833,101.5333,Malaysia
Knoxville,35.9692,-83.9496,United States
Cuiaba,-15.5958,-56.0969,Brazil
Shangzhi,45.2116,127.9620,China
Essen,51.4508,7.0131,Germany
Botou,38.0740,116.5700,China
Bucaramanga,7.1186,-73.1161,Colombia
Anyang,37.3925,126.9269,South Korea
Genoa,44.4072,8.9340,Italy
Port Sudan,19.6158,37.2164,Sudan
Puente Alto,-33.6167,-70.5833,Chile
Dehra Dun,30.3180,78.0290,India
At Ta'if,21.2667,40.4167,Saudi Arabia
Bakersfield,35.3529,-119.0359,United States
Wancheng,18.8000,110.4000,China
Malaga,36.7194,-4.4200,Spain
Hachioji,35.6667,139.3167,Japan
Ogden,41.2278,-111.9682,United States
Xiulin,29.7211,112.4037,China
Fu'an,27.1000,119.6333,China
Tomsk,56.4886,84.9522,Russia
Tonala,20.6167,-103.2333,Mexico
Kumul,42.8322,93.5155,China
Bristol,51.4500,-2.5833,United Kingdom
Luofeng,37.3590,120.3960,China
Lingyuan,41.2407,119.3957,China
Irbid,32.5556,35.8500,Jordan
Baton Rouge,30.4418,-91.1310,United States
Huzhou,30.8695,120.0958,China
Wencheng,19.6167,110.7500,China
Bremen,53.0769,8.8089,Germany
Ciudad Bolivar,8.1167,-63.5500,Venezuela
Durgapur,23.5500,87.3200,India
Orenburg,51.7667,55.1000,Russia
Shenzhou,38.0005,115.5541,China
Asansol,23.6833,86.9667,India
Akron,41.0798,-81.5219,United States
Kuiju,36.8528,119.3904,China
New Haven,41.3112,-72.9246,United States
Zhenzhou,32.2739,119.1619,China
Surakarta,-7.5667,110.8167,Indonesia
Jieshou,33.2605,115.3618,China
Benguela,-12.5500,13.4167,Angola
Ensenada,31.8578,-116.6058,Mexico
Dangyang,30.8258,111.7910,China
Columbia,34.0376,-80.9037,United States
Kemerovo,55.3333,86.0667,Russia
Herat,34.3738,62.1792,Afghanistan
Dresden,51.0500,13.7400,Germany
Bhavnagar,21.7650,72.1369,India
Juiz de Fora,-21.7500,-43.3500,Brazil
Luanzhou,39.7396,118.6978,China
Hamadan,34.8000,48.5167,Iran
